sessionId,stationId,distanceKm,durationMin,durationInTrafficMin,energyNominalKwh,energyNeededKwh,chargingPoints,temperatureC,windSpeedMs,windDirectionDeg,cost,roadTrafficCondition,congestionLevel,payAtLocation,operator,connectionType,currentType,selected
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac008685,12.0,18.0,20.0,1.214,1.7,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac008355,5.2,8.0,9.0,0.51,0.715,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac0083c9,4.0,7.0,7.0,0.423,0.592,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac008533,11.0,17.0,18.0,1.61,2.254,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac008601,6.8,10.0,11.0,0.575,0.805,6.0,16.7,4.78,20.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76a6e3f17427d6b921cfc3,674f97ff3dc8e5d2ac008684,12.1,18.0,20.0,1.249,1.749,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a6e3f17427d6b921cfc3,674f98013dc8e5d2ac0087cf,8.8,13.0,15.0,0.912,1.277,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac00868b,5.2,9.0,9.0,0.75,1.051,4.0,16.7,4.78,20.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac008355,6.7,14.0,16.0,0.616,0.862,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac0083c9,6.9,13.0,14.0,0.705,0.987,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac0083e4,12.8,13.0,13.0,1.833,2.566,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac008478,4.3,8.0,8.0,0.492,0.689,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac008533,2.0,4.0,4.0,0.493,0.69,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac008684,6.4,13.0,13.0,0.541,0.757,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a720f17427d6b921f147,674f97ff3dc8e5d2ac008685,6.3,12.0,13.0,0.531,0.744,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a720f17427d6b921f147,674f98013dc8e5d2ac00873b,4.3,8.0,8.0,0.492,0.689,2.0,16.7,4.78,20.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a720f17427d6b921f147,674f98013dc8e5d2ac0087cf,5.9,9.0,9.0,0.478,0.669,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac008685,3.9,7.0,7.0,0.387,0.542,1.0,16.0,5.1,26.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac0083e4,7.9,12.0,12.0,0.937,1.312,1.0,16.0,5.1,26.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac00843c,7.4,13.0,13.0,0.836,1.171,1.0,16.0,5.1,26.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac008478,8.0,12.0,12.0,0.858,1.201,1.0,16.0,5.1,26.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac008482,15.0,20.0,20.0,1.364,1.91,2.0,16.0,5.1,26.0,,light,unknown,unknown,chargefox,unknown,unknown,0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac008682,6.2,10.0,9.0,0.625,0.874,6.0,16.0,5.1,26.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a74ef17427d6b92212c9,674f97ff3dc8e5d2ac008684,4.0,7.0,7.0,0.398,0.558,1.0,16.0,5.1,26.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a74ef17427d6b92212c9,674f98013dc8e5d2ac00873b,8.0,12.0,12.0,0.858,1.201,2.0,16.0,5.1,26.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a74ef17427d6b92212c9,674f98013dc8e5d2ac0087cf,6.2,9.0,9.0,0.508,0.711,1.0,16.0,5.1,26.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a74ef17427d6b92212c9,674f98013dc8e5d2ac008883,7.7,12.0,12.0,0.88,1.233,2.0,16.0,5.1,26.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac008685,15.3,22.0,22.0,1.593,2.23,1.0,16.1,5.1,26.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac008355,10.7,16.0,16.0,1.176,1.646,4.0,16.1,5.1,26.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac0083c9,13.5,22.0,21.0,1.426,1.996,2.0,16.1,5.1,26.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac008482,9.6,10.0,10.0,1.17,1.638,2.0,16.1,5.1,26.0,,light,unknown,unknown,chargefox,unknown,unknown,0
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac008601,21.0,29.0,30.0,1.955,2.737,6.0,16.1,5.1,26.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76a768f17427d6b92226ec,674f97ff3dc8e5d2ac008684,15.4,22.0,22.0,1.612,2.256,1.0,16.1,5.1,26.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a768f17427d6b92226ec,674f98013dc8e5d2ac0087cf,11.7,15.0,15.0,1.184,1.657,1.0,16.1,5.1,26.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a7baf17427d6b9227df7,674f98013dc8e5d2ac0087cf,3.8,8.0,8.0,0.33,0.463,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac008355,4.4,12.0,13.0,0.479,0.671,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac0083c9,4.6,11.0,12.0,0.505,0.707,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac0083e4,10.2,17.0,17.0,1.224,1.714,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac008478,6.3,12.0,12.0,0.902,1.262,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac008533,5.0,8.0,8.0,1.041,1.458,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac008684,6.7,12.0,12.0,0.749,1.049,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac008685,6.6,11.0,12.0,0.737,1.032,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a7baf17427d6b9227df7,674f97ff3dc8e5d2ac00868b,7.3,12.0,12.0,1.122,1.57,4.0,16.7,4.78,20.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a7baf17427d6b9227df7,674f98013dc8e5d2ac00873b,6.3,12.0,12.0,0.902,1.262,2.0,16.7,4.78,20.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008685,5.1,9.0,9.0,0.526,0.736,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008355,4.1,10.0,11.0,0.371,0.519,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac0083c9,7.1,15.0,14.0,0.648,0.908,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac0083e4,9.0,14.0,14.0,1.042,1.459,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008478,6.1,10.0,10.0,0.734,1.028,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008533,8.5,13.0,13.0,1.293,1.81,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008682,8.4,13.0,12.0,0.915,1.28,6.0,16.7,4.78,20.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a7fbf17427d6b922a627,674f97ff3dc8e5d2ac008684,5.2,9.0,9.0,0.532,0.744,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a7fbf17427d6b922a627,674f98013dc8e5d2ac00873b,6.1,10.0,10.0,0.734,1.028,2.0,16.7,4.78,20.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a7fbf17427d6b922a627,674f98013dc8e5d2ac0087cf,1.0,2.0,2.0,0.062,0.087,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac00868b,4.6,8.0,8.0,0.605,0.847,4.0,16.7,4.78,20.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac008355,6.6,14.0,16.0,0.448,0.627,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac0083c9,6.8,13.0,14.0,0.667,0.934,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac0083e4,11.5,11.0,11.0,1.667,2.334,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac008478,3.7,8.0,7.0,0.426,0.597,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac008533,2.2,4.0,4.0,0.539,0.755,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac008684,5.8,12.0,12.0,0.451,0.631,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a83ef17427d6b922d50d,674f97ff3dc8e5d2ac008685,5.7,11.0,12.0,0.447,0.626,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a83ef17427d6b922d50d,674f98013dc8e5d2ac00873b,3.7,8.0,7.0,0.426,0.597,2.0,16.7,4.78,20.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a83ef17427d6b922d50d,674f98013dc8e5d2ac0087cf,5.8,9.0,9.0,0.444,0.622,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac008685,3.3,8.0,8.0,0.304,0.425,1.0,16.7,4.78,20.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac008355,4.4,13.0,15.0,0.423,0.593,4.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac0083c9,7.5,16.0,15.0,0.66,0.925,2.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac0083e4,6.9,14.0,13.0,0.809,1.133,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac008478,3.4,7.0,7.0,0.365,0.511,1.0,16.7,4.78,20.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac008533,4.8,9.0,9.0,0.773,1.083,1.0,16.7,4.78,20.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac008684,3.4,9.0,8.0,0.308,0.431,1.0,16.7,4.78,20.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a87af17427d6b922f68f,674f97ff3dc8e5d2ac00868b,6.3,11.0,11.0,0.888,1.244,4.0,16.7,4.78,20.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a87af17427d6b922f68f,674f98013dc8e5d2ac00873b,3.4,7.0,7.0,0.364,0.51,2.0,16.7,4.78,20.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a87af17427d6b922f68f,674f98013dc8e5d2ac0087cf,3.6,8.0,8.0,0.278,0.39,1.0,16.7,4.78,20.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac00868b,1.5,3.0,3.0,0.173,0.242,4.0,16.4,4.67,17.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac0083e4,4.7,7.0,8.0,0.479,0.67,1.0,16.4,4.67,17.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac00843c,8.3,14.0,14.0,0.757,1.06,1.0,16.4,4.67,17.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac008478,2.4,6.0,7.0,0.112,0.157,1.0,16.4,4.67,17.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac008533,5.7,8.0,8.0,0.762,1.067,1.0,16.4,4.67,17.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac008684,5.4,11.0,12.0,0.345,0.483,1.0,16.4,4.67,17.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a8a1f17427d6b9231163,674f97ff3dc8e5d2ac008685,5.4,11.0,11.0,0.34,0.476,1.0,16.4,4.67,17.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a8a1f17427d6b9231163,674f98013dc8e5d2ac00873b,2.4,6.0,7.0,0.112,0.157,2.0,16.4,4.67,17.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76a8a1f17427d6b9231163,674f98013dc8e5d2ac0087cf,8.1,13.0,14.0,0.49,0.686,1.0,16.4,4.67,17.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76a8a1f17427d6b9231163,674f98013dc8e5d2ac008883,8.2,12.0,13.0,0.743,1.04,2.0,16.4,4.67,17.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a76a9b3f17427d6b923bf26,674f98013dc8e5d2ac0087cf,9.8,13.0,16.0,1.071,1.65,1.0,16.9,5.38,18.0,,moderate,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76a9b3f17427d6b923bf26,674f97ff3dc8e5d2ac008355,6.2,8.0,10.0,0.662,0.927,4.0,16.9,5.38,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a9b3f17427d6b923bf26,674f97ff3dc8e5d2ac0083c9,4.5,6.0,7.0,0.497,0.696,2.0,16.9,5.38,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a9b3f17427d6b923bf26,674f97ff3dc8e5d2ac008601,4.5,7.0,8.0,0.327,0.458,6.0,16.9,5.38,18.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76a9eef17427d6b923e756,674f98013dc8e5d2ac0087cf,7.2,11.0,13.0,0.675,0.944,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008355,3.1,6.0,7.0,0.235,0.329,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac0083c9,1.1,2.0,2.0,0.14,0.196,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008478,10.9,16.0,18.0,1.193,1.67,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008533,8.2,14.0,14.0,1.321,1.849,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008601,7.9,11.0,12.0,0.618,0.866,6.0,16.8,4.87,19.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008684,10.5,16.0,18.0,1.068,1.495,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008685,10.4,16.0,18.0,1.037,1.452,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a9eef17427d6b923e756,674f98013dc8e5d2ac00873b,10.9,16.0,17.0,1.193,1.671,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aa2ff17427d6b9240f80,674f98013dc8e5d2ac0087cf,12.9,19.0,21.0,1.412,1.977,1.0,17.0,5.42,18.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac008355,9.3,14.0,15.0,1.018,1.426,4.0,17.0,5.42,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac0083c9,8.4,12.0,13.0,0.966,1.352,2.0,17.0,5.42,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac008601,3.4,6.0,7.0,0.335,0.469,6.0,17.0,5.42,18.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76aa77f17427d6b9244524,674f98013dc8e5d2ac0087cf,3.2,6.0,6.0,0.222,0.311,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008355,2.4,8.0,8.0,0.208,0.292,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac0083c9,3.9,9.0,8.0,0.278,0.389,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac0083e4,9.7,15.0,15.0,1.058,1.481,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008478,6.9,10.0,11.0,0.743,1.04,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008533,5.5,9.0,9.0,0.978,1.37,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008684,6.1,10.0,11.0,0.586,0.82,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008685,6.0,10.0,10.0,0.581,0.813,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac00868b,8.5,13.0,14.0,1.249,1.748,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f98013dc8e5d2ac00873b,6.9,10.0,11.0,0.743,1.04,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aa91f17427d6b924594a,674f98013dc8e5d2ac0087cf,1.6,4.0,4.0,0.128,0.179,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008355,3.0,9.0,10.0,0.294,0.412,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac0083c9,5.7,13.0,13.0,0.52,0.727,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac0083e4,10.1,17.0,17.0,1.202,1.683,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008478,7.4,12.0,12.0,0.862,1.206,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008533,7.2,12.0,13.0,1.206,1.688,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008684,7.0,12.0,12.0,0.687,0.961,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008685,6.9,12.0,12.0,0.676,0.947,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac00868b,9.4,16.0,16.0,1.167,1.634,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f98013dc8e5d2ac00873b,7.4,12.0,12.0,0.86,1.204,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008685,2.8,5.0,5.0,0.29,0.406,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008355,5.2,12.0,13.0,0.526,0.737,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac0083e4,6.5,10.0,10.0,0.81,1.134,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac00843c,6.0,11.0,11.0,0.702,0.983,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008478,3.7,6.0,6.0,0.467,0.654,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008533,6.2,10.0,10.0,1.102,1.543,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008684,2.9,5.0,6.0,0.296,0.414,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac00868b,6.5,10.0,10.0,0.855,1.197,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aab0f17427d6b9246d70,674f98013dc8e5d2ac00873b,3.7,6.0,6.0,0.467,0.654,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aab0f17427d6b9246d70,674f98013dc8e5d2ac0087cf,3.5,6.0,6.0,0.261,0.366,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76aad7f17427d6b9248844,674f98013dc8e5d2ac0087cf,3.9,10.0,11.0,0.415,0.581,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008355,1.0,4.0,4.0,0.112,0.157,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac0083c9,3.7,10.0,10.0,0.408,0.572,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008478,9.6,19.0,18.0,1.148,1.607,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008533,8.2,17.0,19.0,1.436,2.01,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008601,11.3,17.0,19.0,0.971,1.36,6.0,16.8,4.87,19.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
